ojibwe,english,fst_readings,speaker
Onzaam gabaya'ii imaa gii-sinogwaabiigisin mitigong gaa-onji-bakiboodeg iwe biiminakwaan.,That rope has been binding on the tree for a long time and that's why it frayed and broke.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""gabaya'ii"", 'fst_analyses': [""gabaya'ii+ADVLoc""]}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'gii-sinogwaabiigisin', 'fst_analyses': []}, {'word_form': 'mitigong', 'fst_analyses': ['mitig+NA+Loc', 'mitig+NI+Loc']}, {'word_form': 'gaa-onji-bakiboodeg', 'fst_analyses': ['PVSub/gaa+PVRel/onji+bakiboode+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVRel/onji+bakiboode+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVRel/onji+bakiboode+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'biiminakwaan', 'fst_analyses': ['biiminakwaan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Daga giizizan i'iw gichi-aniibiish.,Please cook the cabbage.,"[{'word_form': 'daga', 'fst_analyses': ['daga+PCDisc']}, {'word_form': 'giizizan', 'fst_analyses': ['giizizan+VTI+Imp+Sim+2SgSubj+0PlObj', 'giizizan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'gichi-aniibiish', 'fst_analyses': ['PNLex/gichi+aniib+NA+Pej+ProxSg', 'gichi-aniibiish+NI+Sg', 'PNLex/gichi+aniibiish+NI+Sg', 'PNLex/chi+aniibiish+NI+Sg+2SgPoss', 'PNLex/chi+aniib+NA+Pej+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",rg
Ningii-pawaanig ningoding ji-aazhawinamawag anishinaabe-wiinzowin.,She dreamt of me passing my spirit name on to her.,"[{'word_form': 'ningii-pawaanig', 'fst_analyses': ['PVTense/gii+bawaazh+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': 'ningoding', 'fst_analyses': ['ningoding+ADVTmp']}, {'word_form': 'ji-aazhawinamawag', 'fst_analyses': ['PVTense/daa+aazhawinamaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/ga+aazhawinamaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'anishinaabe-wiinzowin', 'fst_analyses': ['anishinaabe-wiinzowin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-pishigonaa a' zhooniyaans imaa mitaamik.,I dropped a coin down onto the bottom (of the well).,"[{'word_form': 'ningii-pishigonaa', 'fst_analyses': ['PVTense/gii+bishigon+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': ""a'"", 'fst_analyses': [""a'+PRONDem+NA+ProxSg""]}, {'word_form': 'zhooniyaans', 'fst_analyses': ['zhooniyaans+NA+ProxSg', 'zhooniyaa+NA+Dim+ProxSg', 'zhooniyaa+NI+Dim+Sg']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'mitaamik', 'fst_analyses': ['mitaamik+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wekwaasag awi-atoon desabiwin.,Go put the chair in the corner.,"[{'word_form': 'wekwaasag', 'fst_analyses': ['wekwaasag+ADVLoc']}, {'word_form': 'awi-atoon', 'fst_analyses': ['PVDir/awi+atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVDir/awi+atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'desabiwin', 'fst_analyses': ['desabiwin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gichi-minomaate 'i wiingashk.,That (burning) sweetgrass smells good.,"[{'word_form': 'gichi-minomaate', 'fst_analyses': ['PVLex/gichi+minomaate+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'i', 'fst_analyses': []}, {'word_form': 'wiingashk', 'fst_analyses': ['wiingashk+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii'-aginjigaazo zhooniyaa gii-ishkwaa-zhooshwaada'ewaad.,The money was counted when the hockey game was over.,"[{'word_form': ""gii'-aginjigaazo"", 'fst_analyses': [""PVTense/gii'+aginjigaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'zhooniyaa', 'fst_analyses': ['zhooniyaa+NA+ProxSg', 'zhooniyaa+NI+Sg']}, {'word_form': ""gii-ishkwaa-zhooshwaada'ewaad"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Onzaam besho agoode mazinaakizigan jiigi-waasechiganing.,There's a picture hanging too close to the window.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'besho', 'fst_analyses': ['besho+ADVLoc']}, {'word_form': 'agoode', 'fst_analyses': ['agoode+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'mazinaakizigan', 'fst_analyses': ['mazinaakizigan+NI+Sg']}, {'word_form': 'jiigi-waasechiganing', 'fst_analyses': ['PNLex/jiigi+waasechigan+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Onzaam besho jiigishkode gigii-atoon.,You put it too close to the fire.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'besho', 'fst_analyses': ['besho+ADVLoc']}, {'word_form': 'jiigishkode', 'fst_analyses': ['jiigishkode+ADVLoc']}, {'word_form': 'gigii-atoon', 'fst_analyses': ['PVTense/gii+atoono+VAI+Ind+Pos+Neu+2SgSubj', 'PVTense/gii+ataw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj', 'PVTense/gii+atoon+VTI+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gabe-ziigwan ninoodamikwe.,I hunt beaver all spring long.,"[{'word_form': 'gabe-ziigwan', 'fst_analyses': ['PVLex/gabe+ziigwan+VII+Ind+Pos+Neu+0SgSubj', 'gabe-ziigwan+ADVTmp']}, {'word_form': 'ninoodamikwe', 'fst_analyses': ['noodamikwe+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niwii'-agwaa'oodoon nimbawa'amowin; onzaam mooshkine ninjiimaan.,I'm going to take my load of rice ashore because my canoe is too full.,"[{'word_form': ""niwii'-agwaa'oodoon"", 'fst_analyses': [""PVTense/wii'+agwaa'oodoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': ""nimbawa'amowin"", 'fst_analyses': [""bawa'amowin+NI+Sg+1SgPoss""]}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'mooshkine', 'fst_analyses': ['mooshkine+VAI+Ind+Pos+Neu+3SgProxSubj', 'mooshkine+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'ninjiimaan', 'fst_analyses': ['jiimaan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-tebibidoon jiimaan jibwaa-niminaaweyaasininig.,He caught the canoe before it blew out into the lake.,"[{'word_form': 'ogii-tebibidoon', 'fst_analyses': ['PVTense/gii+debibidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': 'jibwaa-niminaaweyaasininig', 'fst_analyses': ['PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii 'iw gii-maada'adood awe obaashiing enaanaga'iged.,The guy hiking to the point started walking.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': ""gii-maada'adood"", 'fst_analyses': [""PVTense/gii+maada'adoo+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+maada'adoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj"", ""PVTense/gii+maada'adoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'obaashiing', 'fst_analyses': []}, {'word_form': ""enaanaga'iged"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-wanisidoon i'iwe mazina'igan engindangiban.,He misplaced the book he was reading.,"[{'word_form': 'ogii-wanisidoon', 'fst_analyses': ['PVTense/gii+wanisidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""i'iwe"", 'fst_analyses': [""i'iwe+PRONDem+NI+Sg""]}, {'word_form': ""mazina'igan"", 'fst_analyses': [""mazina'igan+NA+ProxSg"", ""mazina'igan+NI+Sg""]}, {'word_form': 'engindangiban', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Zhebaa gaawiin ningii'-mikanziin niwaagaakwad. Ningii'-wanisidoon.,I couldn't find my ax this morning. I misplaced it somewhere.,"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': ""ningii'-mikanziin"", 'fst_analyses': [""PVTense/gii'+mikan+VTI+Ind+Neg+Neu+1SgSubj+0SgObj""]}, {'word_form': 'niwaagaakwad', 'fst_analyses': ['waagaakwad+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""ningii'-wanisidoon"", 'fst_analyses': [""PVTense/gii'+wanisidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Megwaa izhiwidaaso awe aawadaatigwed.,The guy that's hauling logs is on his way delivering the load.,"[{'word_form': 'megwaa', 'fst_analyses': ['megwaa+ADVTmp']}, {'word_form': 'izhiwidaaso', 'fst_analyses': ['izhiwidaaso+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'aawadaatigwed', 'fst_analyses': ['aawadaatigwe+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ginibise 'iw ziinzibaakwad.,The maple sugar goes fast.,"[{'word_form': 'ginibise', 'fst_analyses': ['ginibise+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'ziinzibaakwad', 'fst_analyses': ['ziinzibaakwad+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Bishagaakobizh miskwaabiimagoons nawaj ji-waabishkaakozid.,Peel the bark off the red willow (osier) so it will be white.,"[{'word_form': 'bishagaakobizh', 'fst_analyses': ['bishagaakobizh+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'bishagaakobizh+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'miskwaabiimagoons', 'fst_analyses': ['miskwaabiimagoons+NA+ProxSg', 'miskwaabiimag+NA+Dim+ProxSg']}, {'word_form': 'nawaj', 'fst_analyses': ['nawaj+ADVDeg']}, {'word_form': 'ji-waabishkaakozid', 'fst_analyses': ['PVTense/daa+waabishkaakozi+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+waabishkaakozi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Owenji'aan dazhiikawaad ini aagimaakoon onaaginaad.,He's a master at working on ash to bend it to shape.,"[{'word_form': ""owenji'aan"", 'fst_analyses': [""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'dazhiikawaad', 'fst_analyses': ['dazhiikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'dazhiikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'aagimaakoon', 'fst_analyses': ['aagimaak+NA+ObvSg', 'aagimaak+NA+ObvPl']}, {'word_form': 'onaaginaad', 'fst_analyses': ['onaagin+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'onaagin+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gaawiin gii-saabi-ayaasii a'aw gidayinaan. Noongom idash wewebaanoweni.,Our dog seemed under the weather but today he's wagging his tail.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'gii-saabi-ayaasii', 'fst_analyses': []}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'gidayinaan', 'fst_analyses': ['day+NAD+ProxSg+InclPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': 'idash', 'fst_analyses': ['idash+ADVConj']}, {'word_form': 'wewebaanoweni', 'fst_analyses': ['wewebaanoweni+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gichi-baapi gaa-kiizhaajimod.,He had a big laugh after he told the story.,"[{'word_form': 'gichi-baapi', 'fst_analyses': ['gichi-baapi+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVLex/gichi+baapi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gaa-kiizhaajimod', 'fst_analyses': ['PVTense/gii+giizhaajimo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Moozhwaagan gigiishkizhigaagen.,You use scissors to cut something.,"[{'word_form': 'moozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg']}, {'word_form': 'gigiishkizhigaagen', 'fst_analyses': ['giishkizhigaagen+VAIO+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wegonen gaa-kiishkizhigaageyan gii-giishkizhaman bashkwegin.,What did you cut with when you cut the hide.,"[{'word_form': 'wegonen', 'fst_analyses': ['wegonen+PRONInter+NI+Sg']}, {'word_form': 'gaa-kiishkizhigaageyan', 'fst_analyses': []}, {'word_form': 'gii-giishkizhaman', 'fst_analyses': ['PVTense/gii+giishkizhan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'PVTense/gii+giishkizhan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'bashkwegin', 'fst_analyses': ['bashkwegin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-minwaajimo awe gaay-aadizooked,The story-teller told the legends well.,"[{'word_form': 'gii-minwaajimo', 'fst_analyses': ['PVTense/gii+minwaajimo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaay-aadizooked', 'fst_analyses': []}]",es
Mii 'i gikendaagwak oshki-dagwaaging. Gii-pimwewidamoog igi nikag.,You can tell it is early fall. I heard the geese going by.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'i', 'fst_analyses': []}, {'word_form': 'gikendaagwak', 'fst_analyses': ['gikendaagwad+VII+Cnj+Pos+Neu+0SgSubj', 'gikendaagwad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'oshki-dagwaaging', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gii-pimwewidamoog', 'fst_analyses': ['PVTense/gii+bimwewidam+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igi', 'fst_analyses': ['igi+PRONDem+NA+ProxPl']}, {'word_form': 'nikag', 'fst_analyses': ['nika+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",es
Aazha gikendaagwad.,It's already known.,"[{'word_form': 'aazha', 'fst_analyses': ['aazha+ADVTmp']}, {'word_form': 'gikendaagwad', 'fst_analyses': ['gikendaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gichi-nanaamadabi naanaagadawendang miinawaa bagosendang ji-mizhakwadinig.,He's sitting there thinking and wishing it would clear up.,"[{'word_form': 'gichi-nanaamadabi', 'fst_analyses': ['PVLex/gichi+nanaamadabi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'naanaagadawendang', 'fst_analyses': ['naanaagadawendam+VAI+Cnj+Pos+Neu+3SgProxSubj', 'naanaagadawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'naanaagadawendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'bagosendang', 'fst_analyses': ['bagosendam+VAI+Cnj+Pos+Neu+3SgProxSubj', 'bagosendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'bagosendan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'ji-mizhakwadinig', 'fst_analyses': ['PVTense/daa+mizhakwad+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/ga+mizhakwad+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/daa+mizhakwad+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVTense/ga+mizhakwad+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gichi-waawiikaa ko wiisagishkodaadiwag ogo wedaminowaad gichi-bikwaakwad.,The football players very seldom hurt each each other.,"[{'word_form': 'gichi-waawiikaa', 'fst_analyses': ['PVLex/gichi+waawiikaa+ADVTmp']}, {'word_form': 'ko', 'fst_analyses': ['ko+PCAsp']}, {'word_form': 'wiisagishkodaadiwag', 'fst_analyses': ['wiisagishkodaadiwag+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj']}, {'word_form': 'ogo', 'fst_analyses': ['ogo+PRONDem+NA+ProxPl']}, {'word_form': 'wedaminowaad', 'fst_analyses': []}, {'word_form': 'gichi-bikwaakwad', 'fst_analyses': ['PNLex/gichi+bikwaakwad+NI+Sg', 'PNLex/chi+bikwaakwad+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-o-bakwe'waan ini ozhaashi-wanagekwan waa-aabaji'aad.,He went and took some basswood bark off the tree he wanted to use.,"[{'word_form': ""ogii-o-bakwe'waan"", 'fst_analyses': [""PVTense/gii+PVDir/o+bakwe'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVTense/gii+PVDir/o+bakwe'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'ozhaashi-wanagekwan', 'fst_analyses': ['PNLex/ozhaashi+wanagek+NA+ObvPl', 'PNLex/ozhaashi+wanagek+NA+ObvSg']}, {'word_form': ""waa-aabaji'aad"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Baamaa bengobagaag giga-andawawinzomin; onzaam nibiiwibagaa 'owapii.,We'll go pick berries after the leaves are dry. They are too wet now.,"[{'word_form': 'baamaa', 'fst_analyses': ['baamaa+ADVTmp']}, {'word_form': 'bengobagaag', 'fst_analyses': ['bengobagaa+VII+Cnj+Pos+Neu+0SgSubj', 'bengobagaa+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'giga-andawawinzomin', 'fst_analyses': ['PVTense/ga+andawawinzo+VAI+Ind+Pos+Neu+InclSubj']}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'nibiiwibagaa', 'fst_analyses': ['nibiiwibagaa+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'owapii', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Dan owiijiiwaa' gaa-andawawinzonid.,Dan goes with the berry pickers.,"[{'word_form': 'dan', 'fst_analyses': []}, {'word_form': ""owiijiiwaa'"", 'fst_analyses': ['wiijiiw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'gaa-andawawinzonid', 'fst_analyses': ['PVSub/gaa+andawawinzo+VAI+Cnj+Pos+Neu+3PlObvSubj', 'PVSub/gaa+andawawinzo+VAI+Cnj+Pos+Neu+3SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Zhebaa gii-pimi-zaagidawa'owag gaa-andawawinzowaad.,The berry pickers paddled out of the river this morning.,"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': ""gii-pimi-zaagidawa'owag"", 'fst_analyses': [""PVTense/gii+PVDir/bimi+zaagidawa'o+VAI+Ind+Pos+Neu+3PlProxSubj""]}, {'word_form': 'gaa-andawawinzowaad', 'fst_analyses': ['PVSub/gaa+andawawinzo+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Inzanagendaan ji-o-gizhaadigeyaan ingo-anama'e-giizhik iwidi gaa-inanoonigooyaan.,I hate to think of going over to watch that house and staying for a week as they asked me to.,"[{'word_form': 'inzanagendaan', 'fst_analyses': ['zanagendan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'ji-o-gizhaadigeyaan', 'fst_analyses': ['PVTense/daa+PVDir/o+gizhaadige+VAI+Cnj+Pos+Neu+1SgSubj', 'PVTense/ga+PVDir/o+gizhaadige+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': ""ingo-anama'e-giizhik"", 'fst_analyses': [""PNQnt/ingo+PNLex/anama'e+giizhik+NA+ProxSg"", ""ingo-anama'e-giizhik+NUM""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'gaa-inanoonigooyaan', 'fst_analyses': ['PVSub/gaa+inanoozh+VTA+Cnj+Pos+Neu+XSubj+1SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Weweni bamenim igiweg awakaanag neganindwaa.,Take good care of those animals they left behind.,"[{'word_form': 'weweni', 'fst_analyses': ['weweni+ADVMan']}, {'word_form': 'bamenim', 'fst_analyses': ['bamenim+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'bamenim+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'igiweg', 'fst_analyses': ['igiweg+PRONDem+NA+ProxPl']}, {'word_form': 'awakaanag', 'fst_analyses': ['awakaan+NA+ProxPl']}, {'word_form': 'neganindwaa', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-wanadaawe awe akiwenzii. Bakaanadini iwe gaa-piidood.,The old man bought the wrong item.  What he brought was something different.,"[{'word_form': 'gii-wanadaawe', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'akiwenzii', 'fst_analyses': ['akiwenzii+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'bakaanadini', 'fst_analyses': ['bakaanad+VII+Ind+Pos+Neu+0SgObvSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'gaa-piidood', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Ningiishka'ise gabe-dagwaagi.,I cut firewood all fall.,"[{'word_form': ""ningiishka'ise"", 'fst_analyses': [""giishka'ise+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'gabe-dagwaagi', 'fst_analyses': ['PVLex/gabe+dagwaagin+VII+Ind+Pos+Neu+0SgSubj', 'gabe-dagwaagi+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gabe-dagwaagi ningiishka’ise.,I cut firewood all fall.,"[{'word_form': 'gabe-dagwaagi', 'fst_analyses': ['PVLex/gabe+dagwaagin+VII+Ind+Pos+Neu+0SgSubj', 'gabe-dagwaagi+ADVTmp']}, {'word_form': 'ningiishka’ise', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-kwiinoobii aana-gii-nibinaadid a'awe indaanis.,My daughter went to fetch water and she didn't find any.,"[{'word_form': 'gii-kwiinoobii', 'fst_analyses': ['PVTense/gii+gwiinoobii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'aana-gii-nibinaadid', 'fst_analyses': ['PVTense/aana+PVTense/gii+nibinaadi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'awe"", 'fst_analyses': [""a'awe+PRONDem+NA+ProxSg""]}, {'word_form': 'indaanis', 'fst_analyses': ['daanis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Onzaam da-aako-zhiiwizi niibiwa atooyan ziinzibaakwad.,It will be extremely sweet if you put a lot of sugar on it.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'da-aako-zhiiwizi', 'fst_analyses': ['PVTense/ga+PVLex/aako+zhiiwizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'niibiwa', 'fst_analyses': ['niibiwa+ADVQnt']}, {'word_form': 'atooyan', 'fst_analyses': ['atoon+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'atoon+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'ziinzibaakwad', 'fst_analyses': ['ziinzibaakwad+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aandakidoon 'iw agwaakwa'igan.,Stick that sign someplace else.,"[{'word_form': 'aandakidoon', 'fst_analyses': ['aandakidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'aandakidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': ""agwaakwa'igan"", 'fst_analyses': [""agwaakwa'igan+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]",es
Naawi-ziibi dananjige a'aw mooz.,The moose is eating in the middle of the river.,"[{'word_form': 'naawi-ziibi', 'fst_analyses': ['PNLex/naawi+ziibi+NI+Sg', 'naawi-ziibi+ADVLoc']}, {'word_form': 'dananjige', 'fst_analyses': ['dananjige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",rg
