Ojibwe,English,Speaker,Audio Link
Wenda-nichiiwenimo Bizhikiins.,Bizhikiins acts smart.,lw,https://s3.amazonaws.com/ojibwe-audio-transcoded/wenda-___ex83__lw687073.mp4
Gii-wenda-zhigadendamaan imaa gii-o-namadabiyaan mazinaateseg. Gii-gichi-maanaatesemagad.,I went and got really bored just sitting in that theater because it was a bad movie.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maanaatese___ex96__es563029.mp4
Gondan gimashkikiim.,Swallow your medicine.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mashkiki___ex143__nj61161101.mp4
Gegaa ningii-pakwenishkaagon baate-wiiyaas onzaam wewiib ningii-kondaan.,I almost choked on some smoked meat because I swallowed it too quickly.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gondan___ex130__nj61134105.mp4
Ogidaagonag iwidi animibatoo aw zhingos.,The weasel runs away on top of the snow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogidaagonag__av_ex__sp65359_0.mp4
Giishpin odaminwaagesiwan bikwaakwad, da-ani-nookijiishkaa.,If you don't play with a ball, it will get soft.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nookijiishkaa___ex66__nj590162.mp4
Wenipanad 'iw ezhichigeying ojibwemowin dazhikamong.,What we're doing working on the Ojibwe language is easy.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wenipanad__ii_ex__sp65925_0.mp4
Awenen awedi?,Who's that over there?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/awedi__pr_ex__sp65684_0.mp4
Awenen gaa-kwekishimaad iniw majiikiwisan.,Who turned the battery around?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwekishim__ta_ex__sp65562.mp4
Awenen bwaapoogidid.,Who keeps farting?,lw,https://s3.amazonaws.com/ojibwe-audio-transcoded/boopoogidi__ai_ex__lw68703_0.mp4
Awenenag igiwedig?,Who are those over there?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/igiwedig__pr_ex__sp65684.mp4
Bizaan. Bizindan. Gaazhagens madwezhaazo.,Quiet, Listen. The cat's pissing.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bizaan__av_ex__sp65816_0.mp4
Gidaa-basindibeganaamaa giishpin bizindanzig.,Slap him on the head if he doesn't listen.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/basindibeganaam__ta_ex__sp65728_0.mp4
Gaawiin bizindanzii gaa-onji-ishkwaataa'ind.,He doesn't listen to instructions -- that's why he was fired.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ishkwaataa___ai_ex__sp65468.mp4
Aandi wendinised.,Where does he get the firewood?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ondinise___ex35__nj523115.mp4
Gii'-miikanaagoneshkige waa'-ondinised waabaninig.,She made a trail to where she's going to cut the wood tomorrow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/miikanaagoneshkige___ex34__nj523115.mp4
Bakijiiwagizi eyedawigaad.,He's got sore muscles on both legs.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/eyedawigaad__av_ex__sp65321_0.mp4
Mii igo gegaa gii-aataweg 'iw gizhaabikizigan. Geyaabi go noowaanzhe aanawi.,The stove almost went out. However the embers are still glowing.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/noowaanzhe__ii_ex__sp65910_0.mp4
Agaamaabik aazhawigwaashkwanin.,Jump to the other rock.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaamaabik___ex50__nj520014_0.mp4
Mii imaa gii-noogiseg, i'iw odaabaanish, imaa naawikana.,That's where the old car stalled, in the middle of the road.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naawikana__av_ex__sp65327_0.mp4
Niwii-kiziibiigizide jibwaa-agonjidooyaan inzidan imaa gichi-onaaganing.,I'm going to wash my feet before I soak them in the basin.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/giziibiigizide__ai_ex__sp67055_0.mp4
Memidaaching ogii-tibi-dakokaadaanaawaa iwe aki.,They paced off the ground measuring every ten paces.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/memidaaching__qnt_ex__sp66902_0.mp4
Giga-zhooshkwaabooz giishpin dakokaadaman baatebagoon.,You might slip if you step on the dry leaves.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhooshkwaaboozo___ex107__nj826141.mp4
Gii-adaaweyaan makizinan bakaan bezhig gii-izhinaagwad.,When I bought shoes, one looked different.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakaan__av_ex__rg68327ad_0.mp4
Giizhaa gidaa-ozhiitaamin. Giga-mawadisaanaan awe bezhig ikwe.,Go get ready and we'll visit that certain lady.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/giizhaa__av_ex__rg68208_0.mp4
Abinoojiinyag agindaasowag bezhig biinish igo ningodwaak.,The kids count from up from one to a hundred.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/biinish___ex37__rg683034.mp4
Aandi endanweweg. | Awasi-gakiiw danwewe.,Where is that shot coming from? | It's coming from over the portage.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/danwewe___ex62__nj591021.mp4
Wanako-niminaawaandawaagan danwewewan.,The fireworks are shot off at the end of the dock.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/danwewe___ex63__nj591022.mp4
Ogii-piimaskonaan 'iw zagaakwa'igan gii-mashkawaakwa'ang.,He turned the bolt to tighten it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biimaskonan__ti1_ex__sp65562_0.mp4
Nimaanendam enaajimotawid.,What is was telling me makes me feels sad.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaajimotaw___ex116__nj590045.mp4
Ambe ani-maajaadaa. Indaga amaji'.,Let's get going. Wake him up!,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/amaji___ta_ex__sp65408_0.mp4
Baanimaa apii niwii-ni-maajaa.,I'll leave later.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/baanimaa_apii__av_ex__rg68328_0.mp4
Booch igo gii-ni-maajaad nishiime.,My sister left anyway.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/booch__av_ex__rg68318add_0.mp4
Gii-miiwanokii gaa-onji-maajaad.,He doesn't like working so he left.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/miiwanokii__ai_ex__sp67457_0.mp4
Niigaan ani-maajaan. Booch giga-adimigoo.,Just go ahead. We'll catch up to you anyway.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niigaan___ex26__es563112.mp4
Giishpin gabikaman mii go bizaan izhi-nagadan.,If you pass it, just go ahead and leave it behind.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nagadan__ti1_ex__sp66030_0.mp4
Noomaya go gii-pi-dagoshin.,He got here a little while ago.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/noomaya__av_ex__sp66010_0.mp4
Noomaya ishkwaa-miigaadiwag igi animoshag.,A little while ago the dogs stopped fighting.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/noomaya__av_ex__rg68208_0.mp4
Oo waa. Baabige naa eniginid wa'aw. Noomaya naa babaamoodeban.,Oh wah. This one is already so big. Not too long ago she was just crawling around.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/oo_waa__pc_ex__espo65820_0.mp4
Noomaya eta go bangii niwiisin.,A little while ago I ate just a little bit.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/noomaya__av_ex__rg68327_0.mp4
Noomaya go ningii-pi-wiindamaagoo aakozid nimaamaa.,They told me a little while ago that my mum was sick.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/noomaya_20go___ex102__nj520037_0.mp4
Giizizamaw daga ini waaboozoon.,Please cook the rabbit for him.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/giizizamaw__ta_ex__rg68116_0.mp4
Giga-maanikaagon niibiwa minikweyan zhiiwaabo.,Pop will make you sick if you drink a lot of it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhiiwaabo___ex76__nj590125.mp4
Minwaande iwe niibini-babiinzikawaagan gaa-adaaweyaan bijiinaago.,The summer jacket I bought yesterday is  a nice color.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minwaande___ex95__es563029.mp4
Indaga dawinan o apabiwin. Da-onabi imaa a'awe biiwide.,Clear this chair so our guest can sit down,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dawinan__ti1_ex__sp66173_0.mp4
Mii imaa gii-noogishkaawaad igiw biiwideg imaa endaashiyaan,The guests stayed at my old home.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/noogishkaa__ai_ex__sp66010ad_0.mp4
Zhaawanong onjibaawag igiw biiwideg.,Our guests are from the south.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhaawanong__av_ex__sp65576_0.mp4
Mii iw manoominashk, miish iwidi ogijayi'ii endazhiging 'iw manoomin.,It's on top of the rice stalk that the rice grows.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/manoominashk__ni_ex__rg68447_0.mp4
Gii-kabaagwaashkwaniwag igiweg zhimaaganishag imaa bemisemagak.,The soldiers jumped out of the plane.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gabaagwaashkwani___ex139__es562172.mp4
Babaamwewezigwa'o amik anaamizigwam.,You can hear a beaver swimming around under the ice,,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaamizigwam___ex241__nj520058.mp4
Awasi-biboonong ningii-pagida'waa anaamizigwam.,Winter before last I set nets under the ice.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/awasi-biboonong___ex288__nj520106.mp4
Ingii-ig ji-ikosidooyaan i'iwe makak.,He told me to move that box out of the way.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ikosidoon__ti2_ex__sp67079_0.mp4
"Gichi-minomaagwadoon ini waabigwaniin gaa-piidamawiyin," odinaan iniw onaabeman a'a ikwe.,Those flowers you brought me smell good," the woman told her husband.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minomaagwad__ii_ex__sp67447_0.mp4
Izhi ji-giiwed.,Tell him to go home.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhi__ta_ex__sp66480ad_0.mp4
Giinitamawind gidigoomin ji-gaagiigidoyang.,They're telling us it's our turn to talk.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giinitamawind___ex254__nj520100.mp4
Aaniin gaa'-igooyan gaa'-onji-ishkwaataayan gidanokiiwin.,What did they say to you to make you quit your job?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ishkwaataa___ex72__nj611357.mp4
Gii-mamidaachiwag igiweg gaa-kagwe-zhaagoojibinidiwaad gii-wiikobidoowad 'i biiminakwaan.,They were ten on each side pulling on the rope trying to win at the tug of war.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiikobidoon__ti2_ex__sp66668_0.mp4
Niga-aabaabiiginaan iwe biiminakwaan. Ganabaj owii-aabajitoonaawaa igiweg waa-shaagoojibinidiwaad.,I'll untangle that rope. I think the tug of war contestants are going to use it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabaabiiginan__ti1_ex__sp67203_0.mp4
Minomaasige awe biitoosijiganan gebozwaad.,The pie-maker is creating a good aroma.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minomaasige__ai_ex__sp66917_0.mp4
Gichi-minomaasige awe gaa-abaabasiged zhebaa.,That person who smudged the place this morning really left a good aroma.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minomaasige__ai_ex__sp67447_0.mp4
Ningii'-nanawiz gii-naadagweyan. Gaawiin awiya ningii'-nagwaanaasii. Gaawiin gegoo ningii'-nagwaadanziin.,I was skunked checking my snares. I didn't snare anybody. I didn't snare anything.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaawiin_20awiya___ex79__nj520004.mp4
Noongom ningii'-andawagoodoo. Waabang idash ninga-naadagwe. Ninga-naboobiike giishpin nagwaanag waabooz.,Today I set out some snares and tomorrow I will check them. I'll make a rabbit stew if I snare a rabbit.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/andawagoodoo___ex114__nj592128.mp4
Ningiizhiikawaag nindaagimag. Waabang niwii-pabaa-naadagwe.,I finished my snowshoes. I'm going to go around checking my snares tomorrow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giizhiikaw___ex109__nj593035.mp4
Aandi enakii'iged.,Where's he poleing to?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inakii_ige__ai_ex__sp66779_2.mp4
Ginwaakozi 'aw zhingwaak gaa-kawiboonag.,The pine tree I sawed down is tall.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ginwaakozi__ai_ex__sp65689_0.mp4
Ogii-kagiiginaanan iniwen editegin miinan.,He picked out the ripe blueberries.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gagiiginan___ex66__es564073.mp4
Ogii-madaabiiwinaan iniwen naanan odasabiin.,He took five of his nets down to the lake.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/madaabiiwizh___ex118__es562165.mp4
Aandi ezhidaabiid.,Where is s/he taking the load (pulling a sled)?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhidaabii___ex35__nj590142.mp4
Giishpin odasemaamid, endaso-gigizheb da-biindaakoojige.,If she has tobacco, she'll make offerings every morning.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/odasemaami___ex64__nj522022.mp4
Akii-mazina'igan nindaabajitoon wii-izhaayaan Wabaashiing.,I use a map when I go to Ponemah.,rg,
Awasi-niibinong ningii-paasiminaanike.,I dried some berries the summer before last.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/awasi-niibinong___ex289__nj520106.mp4
Wanimikoonsan gaa-naagwakin jibwaa-zaagibagaag, wanimikoonsan izhinikaadwewan.,The buds that appear before the leaves come out are called "wanimikoonsan".,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wanimikoons___ex106__nj744079.mp4
Gii-adaawange zhooniyaan gaa-onji-de-diba'waad iniw zagapijiganan.,He borrowed enough money to pay for the trailer.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/adaawange__ai_ex__sp65736_0.mp4
Gidaa-wiidookaw ina wii-chiibaakweyaan. Giin gidaa-gabaashimaag igiw opiniig.,Can you help me cook? You can cook the potatoes.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gabaashim__ta_ex__rg68150_0.mp4
Gaye giin ina giwii-wiiji'iwe.,Do you want to go along too?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaye_giin__pr_ex__sp65680_0.mp4
Booshke giin.,It's up to you.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/booshke__av_ex__sp65814_0.mp4
Giin ina ogowe giminjikaawanag.,Are these your mitts?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giin___ex244__nj520099.mp4
Aaniin giin enamanji'oyan noongom.,How are you feeling now?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inamanji_o___ex64__nj824034.mp4
Awenen giin.,Who are you?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giin___ex290__nj520065.mp4
Ningii-nisidawinaan 'i gikachigan, Niin igo naa 'iwe ninag... ninagamoo-makakoonsim.,I recognized that hocked item. It was my own radio.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gikachigan__ni_ex__sp67007_0.mp4
Majinaagwad i'iw basikwebizon aana-gii-naabidoo'amaan.,The head band I beaded looks bad,,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/majinaagwad__ii_ex__sp65553.mp4
Gichi-gabaya'ii inganawaabamaa awe asabikeshiinh imaa niisaabiigitaad.,For a long time I watched the spider lowering himself.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niisaabiigitaa__ai_ex__sp67503_0.mp4
Gaashaakizo goon gii-ziigwang.,The snow gets sharp and prickly from the sun in the spring.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaashaakizo___ex114__nj593048.mp4
Mii iw gii-maadaajimod a'aw gagiikwewinini.,The preacher began his sermon.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maadaajimo__ai_ex__sp66875_0.mp4
Ningii-izhaamin iko gagiikwewigamigong gii-pizindawangid awe gagiikwewinini gagiikwed.,We used to go to church and listen to the preacher preach.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gagiikwe__ai_ex__rg68152_0.mp4
Onjida go ogii-nagadaan obabaamizii-mashkimod. Mii idi waa-ni-onji-maajaad, gichi-oodenaang wii-izhaad.,He left his briefcase on purpose because he's going to go from there to the big city.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nagadan___ex48__es666083.mp4
Ojiishininjii onamanjinikaaning.,She has a scar on her left hand.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ojiishininjii___ex56__es676007.mp4
Giizhootawage'o 'aw giizis.,The sun has sun dogs.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/giizhootawage_o_20__ai_ex__sp65208.mp4
NIngii-pawaanaa ji-gigizid dewe'iganensan.,I dreamt of her being the keeper of a hand drum.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bawaazh___ex149__nj611451.mp4
Gii-paakaakosin iwe waasechigan gaa-onji-biindigebiisaag,The window was open and that's why the rain came in.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biindigebiisaa___ex133__es562170.mp4
Ningii'-mayaawisidoon naboob jibwaa-ziigiseg.,I straightened up my (tilted) bowl up before the soup spilled out.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mayaawisidoon___ex114__nj523121.mp4
Indaana-gii-wiizhaamaa niwiijiiwaagan iwidi waabanda'iding.,I asked my mate to go along with me to the fair.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiizhaam__ta_ex__sp66666_0.mp4
Niwiizhaamig wii-mawadishiwed.,She's asking me to go along visiting.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiizhaam__ta_ex__rg68353_0.mp4
Gii-pabanaadendam aana-gii-wiizhaamind 'i wiiji'iwed iwidi wii-izhaawaad gichi-oodenaang.,He gave up even though he's been asked to go along with them when they were going to go to the city.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/babanaadendam__ai2_ex__sp66369_0.mp4
Obwaamaan ji-manisaagod odawemaan.,He refused to cut wood for his sister.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bwaam___ex76__nj611371.mp4
Nimookwaapi'aa wawiiyazh gaa-inaajimod.,I laugh so hard at h/ funny story that it makes me teary-eyed.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mookwaapi____ex79__nj523100.mp4
Gii-taadoshkaa i'iw asabiiwazh gaa-aabajitooyaan.,The gunny sack I was using split open.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/daadoshkaa__ii_ex__sp65788_0.mp4
Bagama'amaazo. Ganabaj gii'-niiwezhiwewag gaa-bikwaakwadoonsikewaad.,He came in singing. Maybe the baseball players won the game.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagama_amaazo___ex113__nj61133401.mp4
Zhigwa bagakinaagwad mii 'i gaa-ishkwaa-awang.,It's clear now since the fog has lifted.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagakinaagwad___ex111__nj61133307.mp4
Manidoo-giizisoons gii-oshkagoojin awasi-dibikong.,It was the new moon of January the other night.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/oshkagoojin__ai_ex__sp65313_0.mp4
Onaniizaanendaan ji-waabaatenig iwe gaa-onji-agawaatesidood okonaas.,He thought his blanket would fade in the sun so that's why he put it in the shade.,es,
Ogii-kwiishkoshimaawaan igiw oshki-ininiwag iniw ikwezensan.,The young men whistled at the girl.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwiishkoshim__ta_ex__sp67073_0.mp4
Mii zhigwa bagamiwidaasod awe aawajiniged.,The guy hauling (the log) on his shoulders is arriving now.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagamiwidaaso___ex115__es562164.mp4
Anaami-adoopowin ayaa a'aw animosh migid.,The dog is under the table barking.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaami-adoopowin__av_ex__rg68203_0.mp4
Baakibidoon waasechigan.,Pull the window open.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/waasechigan___ex108__nj61161304.mp4
Eniwek gii-aabawaa-dibikad, mii eta go gii-aabitawazhed.,It was kind of a warm night so all he used was half a blanket.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabitawazhe__ai_ex__sp67210_0.mp4
Eniwek igo niminomanji' noongom.,I feel  somewhat better today.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/eniwek___ex62__nj520002_0.mp4
Ingii-wi-ataage iwidi ataagewigamigong. Eniwek sa go naa ingii-o-mamige.,I went and gambled at the casino. I won some money back.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mamige__ai_ex__sp66869_0.mp4
Eniwek sa go naa ingii-pi-dibaabamig.,At least he came and checked on me.,gh,https://s3.amazonaws.com/ojibwe-audio-transcoded/eniwek___ex111__gh687064.mp4
Ogii-naada'aan i'iw mazina'igan iwidi gaa-agwandenig.,He used something to go after the paper that was floating in the water.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naada_an__ti1_ex__sp66008_0.mp4
Wegonen ge-naada'amang.,What shall we go and get (in the boat)?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naada_an___ex66__nj524010.mp4
Daga naada'andaanin misan.,Let's go get some firewood (in the boat).,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naada_an___ex67__nj524011.mp4
Weweni mashkawaakwa'an ginaabikwaanens gijiimaaning.,Tighten up your motor on your boat.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mashkawaakwa_an___ex67__nj61130510.mp4
Onjishkawa'o gaa-biidakwazhiwed. Baamaa naagaj da-bi-bagamakwazhiwe.,The one paddling here is going against the wind. It will be some time before he gets here.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagamakwazhiwe___ex83__nj611399.mp4
Ozhaawishkominagad manoomin gaa-oshkiging.,Fresh young rice is green in color.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozhaawashkominagad___ex59__nj594032.mp4
Aaniish enigokwaabiigak.,How big is it (something string-like)?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inigokwaabiigad__ii_ex__sp65696_0.mp4
Agwajiing odanamaan obakwezhiganikaanan gaa-gii-tazhi-giizhizwaad imaa agwajiing.,She's eating the bannock outside, the one she made there outside.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/danam___ex112__nj595048.mp4
Mizhishawikwam ingii-o-badakidoon i'iw okw... okwa'wewigamigoons.,I went and set up an ice fishing house out on the open ice.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mizhishawikwam__av_ex__sp66924_0.mp4
Gego imaa akwaandaweken. Niinaminaagwad iwe desa'on.,Don't climb up there. That platform looks weak.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niinaminaagwad__ii_ex__sp67502_0.mp4
Gii-aapidagoozi a'awe giiwosewinini gii-akwaandawed imaa odakandoowaaganing.,The hunter climbed up on his scaffold and got stuck up there.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aapidagoozi__ai_ex__sp67203_0.mp4
Daga miizhishin zhooniyaa.,Please give me some money.,lw,https://s3.amazonaws.com/ojibwe-audio-transcoded/daga___ex148__lw687063.mp4
Anaamaabik ogii-izhi-gaanaan ozhooniyaaman.,He hid his money under a rock.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaamaabik__av_ex__sp65317_0.mp4
Gii-piimendam gaa-ina'oonindwaa ini zhooniyaan.,He was disatisified with the distribution of funds.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biimendam__ai2_ex__sp66443_0.mp4
Zhooniyaan ningii-pi-izhinizha'amaag ningozis.,My son sent me some money.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhinizha_amaw___ex43__nj590143.mp4
Babaa-andawaabi waa'-inadaawed.,She's looking around to buy stuff.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/andawaabi___ex114__nj529169.mp4
Bakaan gaye wiin odina'aan iwe nagamon gaa-noondang.,He sings that song different from the way he heard it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_an__ti1_ex__sp67084_0.mp4
Gaye wiin aana-gii-kagwedwe ji-ozhibii'igaazod imaa.,He too asked to be put on the list.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaye_wiin__pr_ex__sp65680_0.mp4
Nabagisag apishim gijiibaakwaanakik ji-jaagidesinog gidadoopowiniigin.,Put a board under your pot so your tablecloth doesn't get burned.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/apishim___ex77__nj611369.mp4
Odaabaanaak aabadizi gegoo gii-naajidaabiing.,A sled is used to go and haul something.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabadizi___ex75__nj611357.mp4
Giishpin gaanda'amawad gaa-bwaawidaabiinid, nawaj da-naangishkaawan odoodaabaanaakwan.,If you push from behind for the one having trouble pulling, his toboggan will go easier.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaanda_amaw___ex66__nj591144.mp4
Nabagashkinatoon weweni ji-minosing odoodaabaanaakong.,Put the pack the flat way so it will fit nicely in the sleigh.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nabagashkinatoon___ex131__nj611448.mp4
Onzaam agaasaakozi nindoodaabaanaak. Gaawiin gakina nindaa-debibidaabiisiinan,My toboggan is too small. I can't carry everything on it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaasaakozi___ex49__nj593003.mp4
Eshkan indawaaj aabajitoodaa. Ingoji apagidoon 'i waagaakwad.,Let's use an ice chisel instead. Toss the axe somewhere.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/indawaaj__av_ex__espo65820ad_0.mp4
Ingoji igo ingii-atoon. Dibi go baakaj.,I put it somewhere, but I don't know where.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ingoji__av_ex__sp65815add_0.mp4
Gashkiidibikateni Marie endaad. Ingoji maawiin ondendi.,Marie's place is dark. She must be gone somewhere.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gashkiidibikate___ex113__nj526104.mp4
Indaana-gii-inaa ji-minomaagotood iwe onibewigamig -- mii onjida gaa-izhi-boogidid.,I told him to make his bedroom smell good -- and he intentionally farted.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minomaandan__ti1_ex__sp67943_0.mp4
Minopogozi a'aw adikameg onzod.,The whitefish tastes good when it is boiled.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/onzo__ai_ex__rg68114_0.mp4
Gii-pakwazikaa i'iwe agwaakwa'igan aana-gii-agokiwasigaadeg.,The sign that was glued on there came off.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakwazikaa__ii_ex__espo67310_0.mp4
Zinigojiibizh giday. Andookomaazh.,Rub your dog's belly. Check it for bugs.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zinigojiibizh___ex70__nj590121.mp4
Aaniin enaabadizid awe odaabaan gaa-abid idi mashkikiiwigamigong. Mii na awe aakoziiwidaabaan.,What's that vehicle doing over there at the medical building? Is that the ambulance?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaabadizi___ex63__nj527072.mp4
