ojibwe,english,fst_readings,speaker
Nookomis anookii ji-ipizo'ind wii'-maa'ishkang.,My grandma is asking for a ride to go shopping.,"[{'word_form': 'nookomis', 'fst_analyses': ['ookomis+NAD+ProxSg+1SgPoss']}, {'word_form': 'anookii', 'fst_analyses': ['anookii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""ji-ipizo'ind"", 'fst_analyses': [""PVTense/daa+ipizo'+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj"", ""PVTense/ga+ipizo'+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj""]}, {'word_form': ""wii'-maa'ishkang"", 'fst_analyses': [""PVTense/wii'+maa'ishkam+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Bishagaakobidoon wiigob,Peel the bark off the basswood.,"[{'word_form': 'bishagaakobidoon', 'fst_analyses': ['bishagaakobidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'bishagaakobidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'wiigob', 'fst_analyses': ['wiigob+NA+ProxSg', 'wiigob+NI+Sg']}]",nj
Ogii'-agaasikonaan mishiiminan jibwaa-amwaad.,She cut the apple into smaller pieces before she ate it.,"[{'word_form': ""ogii'-agaasikonaan"", 'fst_analyses': [""PVTense/gii'+agaasikozh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVTense/gii'+agaasikozh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'mishiiminan', 'fst_analyses': ['mishiimin+NA+ObvPl', 'mishiimin+NA+ObvSg']}, {'word_form': 'jibwaa-amwaad', 'fst_analyses': ['PVTense/jibwaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/jibwaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/jibwaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/jibwaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Geyaabi na bagidanaamo mooz gaa-gii-paashkizwad.,Is the moose you shot still breathing?,"[{'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'bagidanaamo', 'fst_analyses': ['bagidanaamo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': 'gaa-gii-paashkizwad', 'fst_analyses': ['PVSub/gaa+PVTense/gii+baashkizwi+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'PVSub/gaa+PVTense/gii+baashkiz+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaawiin geyaabi bagidanaamosii. Ningii'-nisaabaawanaa amik.,It's not breathing anymore. I drowned the beaver.,"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': 'bagidanaamosii', 'fst_analyses': ['bagidanaamo+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""ningii'-nisaabaawanaa"", 'fst_analyses': [""PVTense/gii'+nisaabaawazh+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaasiisidoon gimakizinan gaasiizidesimowining biindigeyan.,Wipe your shoes off on the door mat if you go enter.,"[{'word_form': 'gaasiisidoon', 'fst_analyses': ['gaasiisidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'gaasiisidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'gimakizinan', 'fst_analyses': ['makizin+NI+Pl+2SgPoss']}, {'word_form': 'gaasiizidesimowining', 'fst_analyses': []}, {'word_form': 'biindigeyan', 'fst_analyses': ['biindige+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaagiijijaane; onzaam omigiiwi biinjijaan.,His nose is sore because he has sores in his nose.,"[{'word_form': 'gaagiijijaane;', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'omigiiwi', 'fst_analyses': ['omigiiwi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'biinjijaan', 'fst_analyses': ['biinjijaan+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Dabasa'amoog we'weg. Wiiba wii-soogipon.,The snow geese are flying low. Soon it will snow.,"[{'word_form': ""dabasa'amoog"", 'fst_analyses': [""dabasa'am+VAI+Ind+Pos+Neu+3PlProxSubj""]}, {'word_form': ""we'weg"", 'fst_analyses': [""we'we+NA+ProxPl""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': 'wii-soogipon', 'fst_analyses': ['PVTense/wii+zoogipon+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niibiwa ogashkoomaa' we'we'.,He is able to carry a lot of snow geese on his back.,"[{'word_form': 'niibiwa', 'fst_analyses': ['niibiwa+ADVQnt']}, {'word_form': ""ogashkoomaa'"", 'fst_analyses': ['gashkoom+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""we'we'"", 'fst_analyses': [""we'we+NA+ObvPl""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii'-wani-gaadamaazo odaabaabika'iganan. Gaawiin omikanziinan.,He misplaced his keys. He can't find them.,"[{'word_form': ""gii'-wani-gaadamaazo"", 'fst_analyses': [""PVTense/gii'+PVLex/wani+gaadamaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': ""odaabaabika'iganan"", 'fst_analyses': [""aabaabika'igan+NI+Pl+3SgProxPoss""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'omikanziinan', 'fst_analyses': ['mikan+VTI+Ind+Neg+Neu+3SgProxSubj+0PlObj', 'mikan+VTI+Ind+Neg+Neu+3PlObvSubj+0PlObj', 'mikan+VTI+Ind+Neg+Neu+3SgObvSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Zezika gii-pagamaanimad dibikong. Gii'-webaasin ninjiimaan.,The wind blew in suddenly last night. My canoe got blown away.,"[{'word_form': 'zezika', 'fst_analyses': ['zezika+ADVTmp']}, {'word_form': 'gii-pagamaanimad', 'fst_analyses': ['PVTense/gii+bagamaanimad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""gii'-webaasin"", 'fst_analyses': [""PVTense/gii'+webaasin+VII+Ind+Pos+Neu+0SgSubj""]}, {'word_form': 'ninjiimaan', 'fst_analyses': ['jiimaan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Zezika iinzan gii'-ishkwaanaamo.,I guess he suddenly stopped breathing.,"[{'word_form': 'zezika', 'fst_analyses': ['zezika+ADVTmp']}, {'word_form': 'iinzan', 'fst_analyses': ['iinzan+PCDisc']}, {'word_form': ""gii'-ishkwaanaamo"", 'fst_analyses': [""PVTense/gii'+ishkwaanaamo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Zezika gii'-maajaa.,She left suddenly.,"[{'word_form': 'zezika', 'fst_analyses': ['zezika+ADVTmp']}, {'word_form': ""gii'-maajaa"", 'fst_analyses': [""PVTense/gii'+maajaa+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Agaasinaagwad amikwiish. Gaawiin ganabaj ayaasiiwag imaa amikwag.,The beaver house looks small. I don't think there any any beaver there.,"[{'word_form': 'agaasinaagwad', 'fst_analyses': ['agaasinaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'amikwiish', 'fst_analyses': ['amikwiish+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'ayaasiiwag', 'fst_analyses': ['ayaa+VAI+Ind+Neg+Neu+3PlProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'amikwag', 'fst_analyses': ['amik+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bezhig amik gidaa-gagwe-ishkonanaa endasingin amikwiishan miinawaa ji-ondaadiziwaad.,You should try to leave one beaver in every beaver house so more will come.,"[{'word_form': 'bezhig', 'fst_analyses': ['bezhig+NUM']}, {'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': 'gidaa-gagwe-ishkonanaa', 'fst_analyses': ['PVTense/daa+PVLex/gagwe+ishkonazh+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': 'endasingin', 'fst_analyses': ['dasinoon+VII+Pcp+Pos+Neu+0PlSubj+0PlHead', 'dasin+VII+Pcp+Pos+Neu+0PlSubj+0PlHead']}, {'word_form': 'amikwiishan', 'fst_analyses': ['amikwiish+NI+Pl']}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'ji-ondaadiziwaad', 'fst_analyses': ['PVTense/daa+ondaadizi+VAI+Cnj+Pos+Neu+3PlProxSubj', 'PVTense/ga+ondaadizi+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gego madwe'oone'igeken. Giga-ozha'waa gimaanataaninaan.,Don't make any noise on the canoe. You'll scare off our game.,"[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': ""madwe'oone'igeken"", 'fst_analyses': [""madwe'oone'ige+VAI+Imp+Prb+2SgSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""giga-ozha'waa"", 'fst_analyses': [""PVTense/ga+ozha'wi+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj"", ""PVTense/ga+ozha'+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj""]}, {'word_form': 'gimaanataaninaan', 'fst_analyses': ['maanataan+NA+ProxSg+InclPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaba'amaw omakizineyaabiin gaa-bwaanawichiged,Untie the disabled one's shoes for her.,"[{'word_form': ""aaba'amaw"", 'fst_analyses': [""aaba'amaw+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""aaba'amaw+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}, {'word_form': 'omakizineyaabiin', 'fst_analyses': ['makizineyaab+NI+Pl+3SgProxPoss']}, {'word_form': 'gaa-bwaanawichiged', 'fst_analyses': ['PVSub/gaa+bwaanawichige+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+bwaanawichige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}]",nj
Aaniin ekwaabiigakin gimakizineyaabiin.,How long are your shoelaces?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ekwaabiigakin', 'fst_analyses': ['akwaabiigad+VII+Pcp+Pos+Neu+0PlSubj+0PlHead']}, {'word_form': 'gimakizineyaabiin', 'fst_analyses': ['makizineyaab+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aanawendaagwad ji-gashkichigemagasinog.,It doesn't look like it will work out.,"[{'word_form': 'aanawendaagwad', 'fst_analyses': ['aanawendaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'ji-gashkichigemagasinog', 'fst_analyses': ['PVTense/daa+gashkichige+VAI+Der/magad+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/ga+gashkichige+VAI+Der/magad+VII+Cnj+Neg+Neu+0PlSubj', 'PVTense/daa+gashkichige+VAI+Der/magad+VII+Cnj+Neg+Neu+0SgSubj', 'PVTense/ga+gashkichige+VAI+Der/magad+VII+Cnj+Neg+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Biinjinaagan atoon giwiikongewin.,Put your ceremonial food in the dish.,"[{'word_form': 'biinjinaagan', 'fst_analyses': ['biinjinaagan+ADVLoc']}, {'word_form': 'atoon', 'fst_analyses': ['atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'giwiikongewin', 'fst_analyses': ['wiikongewin+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin apii waa'-maadanokiiyan waabang.,When are you going to start work tomorrow?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'apii', 'fst_analyses': ['apii+ADVTmp']}, {'word_form': ""waa'-maadanokiiyan"", 'fst_analyses': []}, {'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Geyaabi aabitawinaaganens niwii'-minikwen makade-mashkikiwaabo jibwaa-maadanokiiyaan.,I'll drink another half-cup of coffee before I begin work.,"[{'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': 'aabitawinaaganens', 'fst_analyses': []}, {'word_form': ""niwii'-minikwen"", 'fst_analyses': [""PVTense/wii'+minikwen+VAIO+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': 'makade-mashkikiwaabo', 'fst_analyses': ['PNLex/makade+mashkikiwaabo+NI+Sg', 'makade-mashkikiwaabo+NI+Sg']}, {'word_form': 'jibwaa-maadanokiiyaan', 'fst_analyses': ['PVTense/jibwaa+maadanokii+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-pinigwaashkoni jibwaa-bakebizod.,S/he jumped off before s/he went off the road.,"[{'word_form': 'gii-pinigwaashkoni', 'fst_analyses': ['PVTense/gii+binigwaashkoni+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'jibwaa-bakebizod', 'fst_analyses': ['PVTense/jibwaa+bakebizo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gaa maawiin da-inendanzii ji-mazina'amawag zhooniyaan.,She probably won't let me borrow the money.,"[{'word_form': 'gaa', 'fst_analyses': []}, {'word_form': 'maawiin', 'fst_analyses': ['maawiin+ADVMan']}, {'word_form': 'da-inendanzii', 'fst_analyses': ['PVTense/ga+inendam+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': ""ji-mazina'amawag"", 'fst_analyses': [""PVTense/daa+mazina'amaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj"", ""PVTense/ga+mazina'amaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'zhooniyaan', 'fst_analyses': ['zhooniyaa+NA+ObvPl', 'zhooniyaa+NA+ObvSg', 'zhooniyaa+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mary mookone gii-wiisagendang.,Mary is moaning in pain.,"[{'word_form': 'mary', 'fst_analyses': []}, {'word_form': 'mookone', 'fst_analyses': ['mookone+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-wiisagendang', 'fst_analyses': ['PVTense/gii+wiisagendam+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bijiinaago niibiwa ningii-kaaskizaan wiiyaas. Noongom idash niwii'-nooka'iiwagwe.,Yesterday I smoked a lot of meat. Today I'll make pemmican.,"[{'word_form': 'bijiinaago', 'fst_analyses': ['bijiinaago+ADVTmp']}, {'word_form': 'niibiwa', 'fst_analyses': ['niibiwa+ADVQnt']}, {'word_form': 'ningii-kaaskizaan', 'fst_analyses': ['PVTense/gii+gaaskizan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'wiiyaas', 'fst_analyses': ['wiiyaas+NI+Sg', 'iiyaas+NID+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': 'idash', 'fst_analyses': ['idash+ADVConj']}, {'word_form': ""niwii'-nooka'iiwagwe"", 'fst_analyses': [""PVTense/wii'+nooka'iiwagwe+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii'-ashamigoowizi. Ogii'-nagwaanaan waaboozoon dibikong.,He was gifted food. He caught a rabbit last night.,"[{'word_form': ""gii'-ashamigoowizi"", 'fst_analyses': [""PVTense/gii'+ashamigoowizi+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""ogii'-nagwaanaan"", 'fst_analyses': [""PVTense/gii'+nagwaazh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVTense/gii'+nagwaazh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'waaboozoon', 'fst_analyses': ['waabooz+NA+ObvSg', 'waabooz+NA+ObvPl']}, {'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bebezhig baashkiziganan odadaawenaawaan.,They each bought a gun.,"[{'word_form': 'bebezhig', 'fst_analyses': ['bebezhig+NUM']}, {'word_form': 'baashkiziganan', 'fst_analyses': ['baashkizigan+NI+Pl']}, {'word_form': 'odadaawenaawaan', 'fst_analyses': ['adaawen+VAIO+Ind+Pos+Neu+3PlProxSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-tagosidoon gookooshiwi-wiiyaas gii-bigishkiboodood moozo-wiiyaas,He put in some pork when he ground up the moose meat.,"[{'word_form': 'ogii-tagosidoon', 'fst_analyses': ['PVTense/gii+dagosidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'gookooshiwi-wiiyaas', 'fst_analyses': ['gookooshiwi-wiiyaas+NI+Sg']}, {'word_form': 'gii-bigishkiboodood', 'fst_analyses': ['PVTense/gii+bigishkiboodoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVTense/gii+bigishkiboodoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'moozo-wiiyaas', 'fst_analyses': ['moozo-wiiyaas+NI+Sg']}]",nj
Aandi wenjibideg bikwaakwad gaa-gii-piindigebideg.,Where the ball that flew inside (through the window) thrown from?,"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'wenjibideg', 'fst_analyses': ['onjibide+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'bikwaakwad', 'fst_analyses': ['bikwaakwad+NI+Sg']}, {'word_form': 'gaa-gii-piindigebideg', 'fst_analyses': ['PVSub/gaa+PVTense/gii+biindigebide+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVTense/gii+biindigebide+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVTense/gii+biindigebide+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gezhidine onakwetawaan ookomisan gaa-inanoonigod.,He answers his grandma's requests right away.,"[{'word_form': 'gezhidine', 'fst_analyses': ['gezhidine+ADVTmp']}, {'word_form': 'onakwetawaan', 'fst_analyses': ['nakwetaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'nakwetaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ookomisan', 'fst_analyses': ['ookomis+NAD+ObvPl+3SgProxPoss', 'ookomis+NAD+ObvSg+3SgProxPoss']}, {'word_form': 'gaa-inanoonigod', 'fst_analyses': ['PVSub/gaa+inanoozh+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'PVSub/gaa+inanoozh+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'PVSub/gaa+inanoozh+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'PVSub/gaa+inanoozh+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Neyaab igo ninakwetaag gii-ganoonag.,He answered me back right away when I called him.,"[{'word_form': 'neyaab', 'fst_analyses': ['neyaab+ADVMan']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'ninakwetaag', 'fst_analyses': ['nakwetaw+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': 'gii-ganoonag', 'fst_analyses': ['PVTense/gii+ganoozh+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-pawaanig ningoding ji-aazhawinamawag anishinaabe-wiinzowin.,She dreamt of me passing my spirit name on to her.,"[{'word_form': 'ningii-pawaanig', 'fst_analyses': ['PVTense/gii+bawaazh+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': 'ningoding', 'fst_analyses': ['ningoding+ADVTmp']}, {'word_form': 'ji-aazhawinamawag', 'fst_analyses': ['PVTense/daa+aazhawinamaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/ga+aazhawinamaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'anishinaabe-wiinzowin', 'fst_analyses': ['anishinaabe-wiinzowin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-pishigonaa a' zhooniyaans imaa mitaamik.,I dropped a coin down onto the bottom (of the well).,"[{'word_form': 'ningii-pishigonaa', 'fst_analyses': ['PVTense/gii+bishigon+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': ""a'"", 'fst_analyses': [""a'+PRONDem+NA+ProxSg""]}, {'word_form': 'zhooniyaans', 'fst_analyses': ['zhooniyaans+NA+ProxSg', 'zhooniyaa+NA+Dim+ProxSg', 'zhooniyaa+NI+Dim+Sg']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'mitaamik', 'fst_analyses': ['mitaamik+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wekwaasag awi-atoon desabiwin.,Go put the chair in the corner.,"[{'word_form': 'wekwaasag', 'fst_analyses': ['wekwaasag+ADVLoc']}, {'word_form': 'awi-atoon', 'fst_analyses': ['PVDir/awi+atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVDir/awi+atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'desabiwin', 'fst_analyses': ['desabiwin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii'-aginjigaazo zhooniyaa gii-ishkwaa-zhooshwaada'ewaad.,The money was counted when the hockey game was over.,"[{'word_form': ""gii'-aginjigaazo"", 'fst_analyses': [""PVTense/gii'+aginjigaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'zhooniyaa', 'fst_analyses': ['zhooniyaa+NA+ProxSg', 'zhooniyaa+NI+Sg']}, {'word_form': ""gii-ishkwaa-zhooshwaada'ewaad"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Gabe-ziigwan ninoodamikwe.,I hunt beaver all spring long.,"[{'word_form': 'gabe-ziigwan', 'fst_analyses': ['PVLex/gabe+ziigwan+VII+Ind+Pos+Neu+0SgSubj', 'gabe-ziigwan+ADVTmp']}, {'word_form': 'ninoodamikwe', 'fst_analyses': ['noodamikwe+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niwii'-agwaa'oodoon nimbawa'amowin; onzaam mooshkine ninjiimaan.,I'm going to take my load of rice ashore because my canoe is too full.,"[{'word_form': ""niwii'-agwaa'oodoon"", 'fst_analyses': [""PVTense/wii'+agwaa'oodoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': ""nimbawa'amowin;"", 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'mooshkine', 'fst_analyses': ['mooshkine+VAI+Ind+Pos+Neu+3SgProxSubj', 'mooshkine+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'ninjiimaan', 'fst_analyses': ['jiimaan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-tebibidoon jiimaan jibwaa-niminaaweyaasininig.,He caught the canoe before it blew out into the lake.,"[{'word_form': 'ogii-tebibidoon', 'fst_analyses': ['PVTense/gii+debibidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': 'jibwaa-niminaaweyaasininig', 'fst_analyses': ['PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Zhebaa gaawiin ningii'-mikanziin niwaagaakwad. Ningii'-wanisidoon.,I couldn't find my ax this morning. I misplaced it somewhere.,"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': ""ningii'-mikanziin"", 'fst_analyses': [""PVTense/gii'+mikan+VTI+Ind+Neg+Neu+1SgSubj+0SgObj""]}, {'word_form': 'niwaagaakwad', 'fst_analyses': ['waagaakwad+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""ningii'-wanisidoon"", 'fst_analyses': [""PVTense/gii'+wanisidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Bishagaakobizh miskwaabiimagoons nawaj ji-waabishkaakozid.,Peel the bark off the red willow (osier) so it will be white.,"[{'word_form': 'bishagaakobizh', 'fst_analyses': ['bishagaakobizh+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'bishagaakobizh+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'miskwaabiimagoons', 'fst_analyses': ['miskwaabiimagoons+NA+ProxSg', 'miskwaabiimag+NA+Dim+ProxSg']}, {'word_form': 'nawaj', 'fst_analyses': ['nawaj+ADVDeg']}, {'word_form': 'ji-waabishkaakozid', 'fst_analyses': ['PVTense/daa+waabishkaakozi+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+waabishkaakozi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
